colour	x	y	showSelectedlegendcolour	PANEL	fill
#F8766D	71.4528048780488	1.791	East Asia & Pacific (all income levels)	20	#F8766D
#C49A00	70.8536585365854	2.111	Europe & Central Asia (all income levels)	20	#C49A00
#C49A00	70.5209512195122	2.45	Europe & Central Asia (all income levels)	20	#C49A00
#FB61D7	42.3038536585366	5.581	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	46.5268292682927	7.462	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	42.5387073170732	6.898	Sub-Saharan Africa (all income levels)	20	#FB61D7
#53B400	65.6482926829268	4.041	Latin America & Caribbean (all income levels)	20	#53B400
#FB61D7	59.2810975609756	6.455	Sub-Saharan Africa (all income levels)	20	#FB61D7
#53B400	56.8539756097561	5.266	Latin America & Caribbean (all income levels)	20	#53B400
#00C094	65.6606829268293	7.197	Middle East & North Africa (all income levels)	20	#00C094
#FB61D7	53.5508780487805	6.695	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	47.4276585365854	6.754	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	49.2512195121951	7.248	Sub-Saharan Africa (all income levels)	20	#FB61D7
#F8766D	64.7112682926829	3.594	East Asia & Pacific (all income levels)	20	#F8766D
#C49A00	62.054756097561	5.759	Europe & Central Asia (all income levels)	20	#C49A00
#F8766D	33.4203414634146	4.606	East Asia & Pacific (all income levels)	20	#F8766D
#C49A00	60.5411707317073	5.135	Europe & Central Asia (all income levels)	20	#C49A00
#00C094	61.2514146341464	5.471	Middle East & North Africa (all income levels)	20	#00C094
#F8766D	67.3032682926829	5.541	East Asia & Pacific (all income levels)	20	#F8766D
#C49A00	55.8211707317073	4.569	Europe & Central Asia (all income levels)	20	#C49A00
#53B400	67.0715365853658	3.366	Latin America & Caribbean (all income levels)	20	#53B400
#FB61D7	50.2287073170732	6.685	Sub-Saharan Africa (all income levels)	20	#FB61D7
#C49A00	68.7898048780488	1.96	Europe & Central Asia (all income levels)	20	#C49A00
#FB61D7	50.1981707317073	7.1	Sub-Saharan Africa (all income levels)	20	#FB61D7
#00B6EB	73.8048780487805	1.808	North America	20	#00B6EB
#53B400	69.9780975609756	2.787	Latin America & Caribbean (all income levels)	20	#53B400
#C49A00	64.9690243902439	5.302	Europe & Central Asia (all income levels)	20	#C49A00
#53B400	65.2117804878049	4.154	Latin America & Caribbean (all income levels)	20	#53B400
#53B400	67.8921951219512	4.296	Latin America & Caribbean (all income levels)	20	#53B400
#53B400	71.1251707317073	4.146	Latin America & Caribbean (all income levels)	20	#53B400
#F8766D	54.3471707317073	5.6	East Asia & Pacific (all income levels)	20	#F8766D
#F8766D	57.9391951219512	5.645	East Asia & Pacific (all income levels)	20	#F8766D
#F8766D	59.469512195122	4.836	East Asia & Pacific (all income levels)	20	#F8766D
#00C094	47.7434878048781	8.843	Middle East & North Africa (all income levels)	20	#00C094
#FB61D7	56.413512195122	4.877	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	51.9259512195122	7.259	Sub-Saharan Africa (all income levels)	20	#FB61D7
#FB61D7	58.6460487804878	7.196	Sub-Saharan Africa (all income levels)	20	#FB61D7
#00C094	68.6840487804878	5.423	Middle East & North Africa (all income levels)	21	#00C094
#A58AFF	39.2041219512195	7.742	South Asia	21	#A58AFF
#C49A00	69.6740487804878	4.037	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	70.6800975609756	2.385	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	40.1618048780488	7.2	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	69.4696097560976	3.325	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	72.4236585365854	1.62	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	74.3336585365854	1.891	East Asia & Pacific (all income levels)	21	#F8766D
#53B400	72.2201463414634	2.392	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	64.6813170731707	3.286	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	70.2735853658537	2.092	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	71.9743658536586	2.004	Latin America & Caribbean (all income levels)	21	#53B400
#A58AFF	55.2358536585366	6.374	South Asia	21	#A58AFF
#C49A00	73.2070731707317	1.672	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	46.3316097560976	7.069	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	71.1575609756098	2.05	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	69.8744878048781	4.917	Middle East & North Africa (all income levels)	21	#00C094
#FB61D7	46.8593170731707	6.651	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	45.2471219512195	7.025	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	70.7172195121951	4.246	East Asia & Pacific (all income levels)	21	#F8766D
#53B400	51.9635609756098	5.521	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	62.4965853658537	4.073	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	67.6973658536586	2.989	Latin America & Caribbean (all income levels)	21	#53B400
#A58AFF	46.3592195121951	6.553	South Asia	21	#A58AFF
#FB61D7	60.4592195121951	6.217	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	70.3346585365854	2.03	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	70.147	5.849	Latin America & Caribbean (all income levels)	21	#53B400
#00B6EB	75.0780487804878	1.74	North America	21	#00B6EB
#FB61D7	45.8246829268293	6.585	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	48.8095365853659	5.954	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	56.2368292682927	6.178	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	75.459268292683	1.55	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	51.404243902439	7.608	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	69.1917317073171	2.675	Latin America & Caribbean (all income levels)	21	#53B400
#FB61D7	51.1865365853659	6.431	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	66.9938048780488	2.632	East Asia & Pacific (all income levels)	21	#F8766D
#53B400	65.4611463414634	3.993	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	72.5508292682927	3.618	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	73.5623414634146	1.892	Latin America & Caribbean (all income levels)	21	#53B400
#FB61D7	59.8433414634146	6.375	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	74.7484878048781	2.354	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	70.2780487804878	2.07	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	72.8186341463415	1.44	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	47.9128536585366	6.686	Middle East & North Africa (all income levels)	21	#00C094
#C49A00	74.1017073170732	1.546	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	63.0011951219512	4.422	Latin America & Caribbean (all income levels)	21	#53B400
#00C094	59.6036829268293	6.909	Middle East & North Africa (all income levels)	21	#00C094
#53B400	62.9199268292683	5.059	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	69.0330487804878	2.02	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	56.1501951219512	5.366	Middle East & North Africa (all income levels)	21	#00C094
#FB61D7	43.9783658536585	6.513	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	75.3492682926829	2.217	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	43.914243902439	6.837	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	73.44	1.63	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	63.0091463414634	3.907	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	65.1835853658537	6.223	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	74.0512195121951	1.85	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	54.8438292682927	5.17	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	73.6756097560976	1.89	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	65.0093170731707	4.251	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	69.3627804878049	2.315	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	53.1104390243902	6.539	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	47.5411707317073	6.337	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	38.8347317073171	6.942	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	42.8141707317073	5.728	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	74.4152926829268	2.226	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	57.312	6.18	Latin America & Caribbean (all income levels)	21	#53B400
#F8766D	69.3905365853659	3.247	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	40.0567317073171	6.322	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	59.5235853658537	3.567	Latin America & Caribbean (all income levels)	21	#53B400
#F8766D	74.6731707317073	2.047	East Asia & Pacific (all income levels)	21	#F8766D
#53B400	59.4186829268293	6.313	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	70.1753658536586	2.004	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	50.8797317073171	6.058	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	69.0617073170732	1.91	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	57.5911219512195	4.43	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	72.5493658536585	3.229	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	73.8756097560976	3.242	Middle East & North Africa (all income levels)	21	#00C094
#A58AFF	55.3470731707317	4.68	South Asia	21	#A58AFF
#00C094	57.2847073170732	6.564	Middle East & North Africa (all income levels)	21	#00C094
#00C094	52.344243902439	6.479	Middle East & North Africa (all income levels)	21	#00C094
#C49A00	76.8465853658537	2.48	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	73.9431707317073	1.64	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	73.3449512195122	1.454	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	70.4855365853659	3.733	Latin America & Caribbean (all income levels)	21	#53B400
#00C094	67.0367804878049	7.232	Middle East & North Africa (all income levels)	21	#00C094
#F8766D	76.0917073170732	1.75	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	57.7401707317073	7.455	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	62.870243902439	4.035	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	38.6240731707317	5.862	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	51.9551707317073	7.129	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	67.6986341463415	2.705	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	65.8019512195122	2.83	East Asia & Pacific (all income levels)	21	#F8766D
#00C094	70.4567073170732	5.549	Middle East & North Africa (all income levels)	21	#00C094
#C49A00	66.6243902439025	2.9	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	48.7622195121951	6.277	East Asia & Pacific (all income levels)	21	#F8766D
#00C094	66.5743902439024	4.111	Middle East & North Africa (all income levels)	21	#00C094
#53B400	68.9843902439025	4.703	Latin America & Caribbean (all income levels)	21	#53B400
#A58AFF	68.2219268292683	3.408	South Asia	21	#A58AFF
#FB61D7	43.8481707317073	6.972	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	53.6587317073171	5.589	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	70.4821951219512	2.03	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	71.9602682926829	1.5	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	68.8085365853659	1.86	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	60.0124634146342	7.38	Middle East & North Africa (all income levels)	21	#00C094
#00C094	57.631243902439	5.649	Middle East & North Africa (all income levels)	21	#00C094
#C49A00	64.7687073170732	2.481	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	73.6019756097561	2.286	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	48.2081219512195	6.514	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	69.6565853658537	2.429	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	39.6098292682927	7.046	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	55.0355853658537	4.565	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	57.3329024390244	6.205	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	73.2440487804878	1.665	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	52.9948048780488	6.427	Sub-Saharan Africa (all income levels)	21	#FB61D7
#00C094	72.9324390243903	1.99	Middle East & North Africa (all income levels)	21	#00C094
#FB61D7	66.9879756097561	2.672	Sub-Saharan Africa (all income levels)	21	#FB61D7
#A58AFF	52.6288292682927	7.071	South Asia	21	#A58AFF
#FB61D7	44.3361951219512	7.432	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	66.5718536585366	4.705	Latin America & Caribbean (all income levels)	21	#53B400
#F8766D	67.4028536585366	3.789	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	42.8059024390244	6.49	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	57.8029024390244	6.451	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	66.569512195122	3.256	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	39.5295853658537	7.7	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	45.4882682926829	6.787	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	58.4604390243903	6.131	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	75.7431707317073	1.602	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	75.6717073170732	1.72	Europe & Central Asia (all income levels)	21	#C49A00
#A58AFF	48.1546097560976	5.834	South Asia	21	#A58AFF
#F8766D	72.8292682926829	2.03	East Asia & Pacific (all income levels)	21	#F8766D
#00C094	60.7683902439024	8.299	Middle East & North Africa (all income levels)	21	#00C094
#53B400	69.9607073170732	3.742	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	60.0161951219512	5.009	Latin America & Caribbean (all income levels)	21	#53B400
#F8766D	64.4997073170732	3.971	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	52.8837073170732	5.694	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	63.1697317073171	5.183	East Asia & Pacific (all income levels)	21	#F8766D
#A58AFF	57.9148292682927	6.535	South Asia	21	#A58AFF
#C49A00	70.0975609756098	2.276	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	73.7759268292683	2.607	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	71.2146341463415	2.19	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	66.7257317073171	5.219	Latin America & Caribbean (all income levels)	21	#53B400
#00C094	71.2498780487805	5.804	Middle East & North Africa (all income levels)	21	#00C094
#C49A00	69.0909756097561	2.43	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	67.0339024390244	1.89	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	48.2001463414634	8.292	Sub-Saharan Africa (all income levels)	21	#FB61D7
#00C094	62.2977073170732	7.206	Middle East & North Africa (all income levels)	21	#00C094
#F8766D	58.8907317073171	6.748	East Asia & Pacific (all income levels)	21	#F8766D
#FB61D7	49.2990487804878	6.442	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	75.7409756097561	1.68	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	71.681756097561	1.737	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	71.1048780487805	2.055	Europe & Central Asia (all income levels)	21	#C49A00
#C49A00	70.4085365853659	2.32	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	43.0436585365854	5.558	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	47.3332682926829	7.425	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	42.9156341463415	6.843	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	65.9350731707317	3.922	Latin America & Caribbean (all income levels)	21	#53B400
#FB61D7	59.4880243902439	6.409	Sub-Saharan Africa (all income levels)	21	#FB61D7
#53B400	56.8276097560976	5.137	Latin America & Caribbean (all income levels)	21	#53B400
#00C094	66.2019512195122	7.094	Middle East & North Africa (all income levels)	21	#00C094
#FB61D7	54.2261951219512	6.658	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	47.8966829268293	6.759	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	49.6226829268293	7.21	Sub-Saharan Africa (all income levels)	21	#FB61D7
#F8766D	65.4977804878049	3.392	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	62.2442682926829	5.663	Europe & Central Asia (all income levels)	21	#C49A00
#F8766D	34.6581463414634	4.767	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	60.8361951219512	5.012	Europe & Central Asia (all income levels)	21	#C49A00
#00C094	62.1231707317073	5.325	Middle East & North Africa (all income levels)	21	#00C094
#F8766D	67.55	5.553	East Asia & Pacific (all income levels)	21	#F8766D
#C49A00	56.5696097560976	4.454	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	67.2882926829268	3.338	Latin America & Caribbean (all income levels)	21	#53B400
#FB61D7	50.4534390243902	6.653	Sub-Saharan Africa (all income levels)	21	#FB61D7
#C49A00	68.827512195122	1.95	Europe & Central Asia (all income levels)	21	#C49A00
#FB61D7	50.0716097560976	7.1	Sub-Saharan Africa (all income levels)	21	#FB61D7
#00B6EB	73.6585365853659	1.8395	North America	21	#00B6EB
#53B400	70.2482195121951	2.724	Latin America & Caribbean (all income levels)	21	#53B400
#C49A00	65.266512195122	5.127	Europe & Central Asia (all income levels)	21	#C49A00
#53B400	65.6770243902439	3.985	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	68.2224878048781	4.199	Latin America & Caribbean (all income levels)	21	#53B400
#53B400	71.4251951219512	4.013	Latin America & Caribbean (all income levels)	21	#53B400
#F8766D	55.6710731707317	5.39	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	58.5427073170732	5.575	East Asia & Pacific (all income levels)	21	#F8766D
#F8766D	59.969512195122	4.81	East Asia & Pacific (all income levels)	21	#F8766D
#00C094	48.8352682926829	8.993	Middle East & North Africa (all income levels)	21	#00C094
#FB61D7	56.9700243902439	4.786	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	52.0180243902439	7.182	Sub-Saharan Africa (all income levels)	21	#FB61D7
#FB61D7	59.1740487804878	7.095	Sub-Saharan Africa (all income levels)	21	#FB61D7
#00C094	69.0996097560976	5.344	Middle East & North Africa (all income levels)	22	#00C094
#A58AFF	39.5269512195122	7.763	South Asia	22	#A58AFF
#C49A00	70.0004634146341	3.985	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	70.6587317073171	2.373	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	40.2902195121951	7.201	Sub-Saharan Africa (all income levels)	22	#FB61D7
#53B400	69.7417804878049	3.27	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	72.7580487804878	1.67	Europe & Central Asia (all income levels)	22	#C49A00
#F8766D	74.6634146341463	1.935	East Asia & Pacific (all income levels)	22	#F8766D
#53B400	72.4623414634146	2.377	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	64.7164390243903	3.179	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	70.5480731707317	2.05	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	72.2553902439025	1.96	Latin America & Caribbean (all income levels)	22	#53B400
#A58AFF	55.8089268292683	6.232	South Asia	22	#A58AFF
#C49A00	73.6217073170732	1.67	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	46.7850487804878	7.074	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	71.5719512195122	2.01	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	70.2622926829268	4.803	Middle East & North Africa (all income levels)	22	#00C094
#FB61D7	47.225512195122	6.597	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	45.5922682926829	7.025	Sub-Saharan Africa (all income levels)	22	#FB61D7
#F8766D	71.035756097561	4.103	East Asia & Pacific (all income levels)	22	#F8766D
#53B400	52.738243902439	5.423	Latin America & Caribbean (all income levels)	22	#53B400
#53B400	62.8944390243903	3.966	Latin America & Caribbean (all income levels)	22	#53B400
#53B400	67.9644634146342	2.994	Latin America & Caribbean (all income levels)	22	#53B400
#A58AFF	46.9834878048781	6.501	South Asia	22	#A58AFF
#FB61D7	60.9659512195122	6.125	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	70.3248048780488	2.02	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	70.4672926829268	5.684	Latin America & Caribbean (all income levels)	22	#53B400
#00B6EB	75.4785365853659	1.7	North America	22	#00B6EB
#FB61D7	45.9631951219512	6.638	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	49.1763414634146	5.955	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	56.4593414634146	6.112	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	75.6931707317073	1.55	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	51.9206585365854	7.501	Sub-Saharan Africa (all income levels)	22	#FB61D7
#53B400	69.8580731707317	2.656	Latin America & Caribbean (all income levels)	22	#53B400
#FB61D7	51.5930731707317	6.425	Sub-Saharan Africa (all income levels)	22	#FB61D7
#F8766D	67.2629268292683	2.589	East Asia & Pacific (all income levels)	22	#F8766D
#53B400	66.0129756097561	3.867	Latin America & Caribbean (all income levels)	22	#53B400
#53B400	73.0736829268293	3.577	Latin America & Caribbean (all income levels)	22	#53B400
#53B400	73.7679024390244	1.843	Latin America & Caribbean (all income levels)	22	#53B400
#FB61D7	60.4391951219512	6.274	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	74.9424878048781	2.385	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	70.7221951219512	2	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	73.0891951219512	1.43	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	48.4219024390244	6.65	Middle East & North Africa (all income levels)	22	#00C094
#C49A00	74.2304878048781	1.437	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	63.3813414634146	4.302	Latin America & Caribbean (all income levels)	22	#53B400
#00C094	60.3363170731707	6.757	Middle East & North Africa (all income levels)	22	#00C094
#53B400	63.5484146341463	4.917	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	68.9780487804878	2.07	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	56.733512195122	5.31	Middle East & North Africa (all income levels)	22	#00C094
#FB61D7	43.9432926829268	6.509	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	75.5285365853659	2.031	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	43.7784634146342	6.873	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	73.7465853658537	1.65	Europe & Central Asia (all income levels)	22	#C49A00
#F8766D	63.2964634146341	3.864	East Asia & Pacific (all income levels)	22	#F8766D
#F8766D	65.2895853658537	6.129	East Asia & Pacific (all income levels)	22	#F8766D
#C49A00	74.3	1.85	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	55.6982682926829	5.185	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	74.0268292682927	1.81	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	65.1253170731707	4.244	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	69.3865609756098	2.296	Europe & Central Asia (all income levels)	22	#C49A00
#FB61D7	53.4090731707317	6.468	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	48.3959756097561	6.324	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	39.3296829268293	6.948	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	43.1603902439024	5.751	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	74.6970487804878	2.091	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	57.7413170731707	6.152	Latin America & Caribbean (all income levels)	22	#53B400
#F8766D	69.6865365853659	3.173	East Asia & Pacific (all income levels)	22	#F8766D
#FB61D7	40.4640487804878	6.423	Sub-Saharan Africa (all income levels)	22	#FB61D7
#53B400	59.768243902439	3.432	Latin America & Caribbean (all income levels)	22	#53B400
#F8766D	75.3243902439025	1.933	East Asia & Pacific (all income levels)	22	#F8766D
#53B400	60.2024878048781	6.19	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	70.3443902439025	1.993	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	51.2982682926829	6.122	Latin America & Caribbean (all income levels)	22	#53B400
#C49A00	69.1392682926829	1.877	Europe & Central Asia (all income levels)	22	#C49A00
#F8766D	58.0936097560976	4.301	East Asia & Pacific (all income levels)	22	#F8766D
#C49A00	72.7777804878049	3.07	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	74.2609756097561	3.186	Middle East & North Africa (all income levels)	22	#00C094
#A58AFF	55.7375853658537	4.598	South Asia	22	#A58AFF
#00C094	56.3282195121951	6.481	Middle East & North Africa (all income levels)	22	#00C094
#00C094	51.1549024390244	6.516	Middle East & North Africa (all income levels)	22	#00C094
#C49A00	76.5214634146341	2.33	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	74.3539024390244	1.617	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	73.5739268292683	1.441	Europe & Central Asia (all income levels)	22	#C49A00
#53B400	70.6883414634146	3.643	Latin America & Caribbean (all income levels)	22	#53B400
#00C094	67.4825609756098	7.167	Middle East & North Africa (all income levels)	22	#00C094
#F8766D	76.4143902439025	1.74	East Asia & Pacific (all income levels)	22	#F8766D
#FB61D7	58.2286585365854	7.366	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	63.2290487804878	4.046	Europe & Central Asia (all income levels)	22	#C49A00
#F8766D	41.9405853658537	6.255	East Asia & Pacific (all income levels)	22	#F8766D
#FB61D7	52.3626585365854	7.102	Sub-Saharan Africa (all income levels)	22	#FB61D7
#F8766D	68.0829024390244	2.756	East Asia & Pacific (all income levels)	22	#F8766D
#F8766D	66.3092682926829	2.66	East Asia & Pacific (all income levels)	22	#F8766D
#C49A00	65.9326829268293	4.5758	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	70.7508292682927	5.362	Middle East & North Africa (all income levels)	22	#00C094
#C49A00	66.7060975609756	2.95	Europe & Central Asia (all income levels)	22	#C49A00
#F8766D	49.1267073170732	6.315	East Asia & Pacific (all income levels)	22	#F8766D
#00C094	66.7488536585366	4.021	Middle East & North Africa (all income levels)	22	#00C094
#53B400	69.4666097560976	4.512	Latin America & Caribbean (all income levels)	22	#53B400
#A58AFF	68.6451219512195	3.319	South Asia	22	#A58AFF
#FB61D7	43.7965365853659	6.973	Sub-Saharan Africa (all income levels)	22	#FB61D7
#FB61D7	54.2439756097561	5.542	Sub-Saharan Africa (all income levels)	22	#FB61D7
#C49A00	70.4607317073171	1.98	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	72.2386585365854	1.55	Europe & Central Asia (all income levels)	22	#C49A00
#C49A00	68.7863414634146	1.88	Europe & Central Asia (all income levels)	22	#C49A00
#00C094	60.9770487804878	7.308	Middle East & North Africa (all income levels)	22	#00C094
#00C094	58.4294390243902	5.537	Middle East & North Africa (all income levels)	22	#00C094
#C49A00	64.8414634146342	2.51	Europe & Central Asia (all income levels)	22	#C49A00
